GEOID,weighted_ndvi
25025140201,0.506598
25025140102,0.53769714
25025140107,0.52233356
25025140300,0.48613468
25025140105,0.5390563
25025110403,0.5545238
25025110201,0.5041361
25025110401,0.5116085
25025110301,0.5124103
25025981100,0.604889
25025130406,0.54287636
25025980700,0.67122
25025130404,0.57627743
25025130402,0.51347816
25025981900,0.37009838
25025140106,0.5381569
25025130300,0.58406216
25025980900,0.6602859
25025110501,0.5177124
25025130200,0.54990536
25025140202,0.5651058
25025140400,0.510956
25025101001,0.5218145
25025101102,0.44083083
25025101101,0.42281303
25025980300,0.45239884
25025082100,0.40463692
25025082000,0.42471638
25025081900,0.42770383
25025081800,0.4116563
25025110502,0.48377776
25025130101,0.5617766
25025110607,0.5071083
25025110601,0.61439574
25025981000,0.6643957
25025120105,0.6481105
25025120103,0.5518159
25025000502,0.41215307
25025081101,0.3384748
25025000503,0.3920501
25025110106,0.507433
25025110104,0.44120708
25025110105,0.4733387
25025120104,0.5077765
25025120201,0.51275444
25025120400,0.5439314
25025120301,0.4306598
25025120600,0.48489863
25025081301,0.2715645
25025120500,0.38090876
25025081302,0.37118605
25025120700,0.411074
25025081500,0.49770632
25025081200,0.38176292
25025081102,0.4426926
25025081400,0.45673752
25025981800,0.5241247
25025080900,0.34042725
25025081001,0.28755882
25025080801,0.32053044
25025000506,0.4237718
25025000302,0.5410588
25025000402,0.47093448
25025000401,0.38159934
25025000505,0.33441293
25025000603,0.38332742
25025000701,0.32867074
25025000301,0.47680345
25025000601,0.3535875
25025000202,0.4287932
25025010300,0.34925678
25025010405,0.31072783
25025010404,0.19264811
25025010205,0.25237754
25025010408,0.31211326
25025010204,0.18542853
25025010206,0.20589311
25025010403,0.18645723
25025010500,0.23912565
25025010104,0.24476883
25025000201,0.4255967
25025000704,0.25106528
25025000604,0.39562824
25025000703,0.19644535
25025000805,0.26251593
25025010103,0.23583461
25025000807,0.20937076
25025000102,0.3177182
25025000804,0.30826715
25025000101,0.3786071
25025010701,0.33875358
25025010802,0.34238592
25025101002,0.5041822
25025100900,0.478145
25025100200,0.45445734
25025100300,0.4531263
25025100100,0.4315871
25025100500,0.4261094
25025092300,0.41057128
25025092400,0.4140963
25025091900,0.47448015
25025090100,0.3686472
25025100800,0.4574363
25025100400,0.4545906
25025100700,0.40921986
25025100601,0.39772633
25025092200,0.44187498
25025100603,0.41368014
25025092000,0.3916014
25025092101,0.37242395
25025091600,0.36641175
25025091001,0.39618215
25025091700,0.4048273
25025090200,0.34627983
25025091800,0.41243246
25025090300,0.4049578
25025091500,0.39331725
25025091400,0.41642272
25025090400,0.40148428
25025091200,0.39763397
25025091300,0.29843092
25025090600,0.34816468
25025081700,0.41514137
25025080300,0.40011215
25025080401,0.35333526
25025080601,0.24485621
25025080500,0.3411719
25025071101,0.31443265
25025070901,0.3231572
25025070902,0.34310025
25025070801,0.29449037
25025070802,0.35864657
25025091100,0.33783504
25025090901,0.43472686
25025061101,0.47003815
25025061000,0.24432918
25025060400,0.27670065
25025981201,0.44612333
25025060800,0.22490315
25025060301,0.27588338
25025060200,0.27074486
25025060101,0.2638855
25025090700,0.2986335
25025080100,0.24482752
25025061201,0.21497928
25025061202,0.13850269
25025071201,0.22829585
25025060700,0.31245854
25025061203,0.18319812
25025070402,0.28300685
25025061204,0.09416222
25025070103,0.22762819
25025070502,0.34179074
25025070600,0.3418477
25025070501,0.3979859
25025070700,0.34710583
25025070301,0.32157794
25025010600,0.18941781
25025070302,0.20101984
25025070201,0.121634625
25025010702,0.3455877
25025010801,0.30804598
25025060501,0.27075
25025060601,0.20400344
25025060602,0.10127058
25025980101,0.5314863
25025981202,0.086650886
25025060603,0.23700301
25025060604,0.11120182
25025051200,0.3222775
25025050400,0.2650852
25025981300,0.24029095
25025070202,0.11002077
25025070104,0.12587118
25025070102,0.112359256
25025030301,0.2249006
25025030302,0.10177614
25025030400,0.18174422
25025030200,0.106551565
25025030100,0.2199723
25025030500,0.16041967
25025050300,0.23188044
25025981700,0.3653061
25025020101,0.33284298
25025020302,0.20421259
25025020200,0.2597726
25025020301,0.29034793
25025020304,0.13301222
25025020305,0.24833007
25025040100,0.31480774
25025040401,0.31584916
25025040200,0.33747795
25025000806,0.41696164
25025981501,0.5061705
25025040300,0.28161952
25025040600,0.34610066
25025040801,0.2601136
25025050101,0.25437918
25025050500,0.26902717
25025050600,0.21201882
25025050700,0.27469257
25025050200,0.25551012
25025050901,0.25252387
25025051000,0.33704826
25025051101,0.37809616
25025981600,0.4680295
25025981502,0.41389462
